Grooves Section,PRODUCT CODE,PCD,NO OF GROOVES,BUSH,TYPE,Outside,Max. Bore,,L,N,M
B,BM-10B-560-T5FG,560,10,4545,5,567,110,"4½""",196,41,41
B,BM-2B-600-T4FG,600,2,3020,4,607,75,"3""",44,3.4,3.4
B,BM-3B-600-T4FG,600,3,3535,4,607,90,"3½""",63,13,13
B,BM-4B-600-T4FG,600,4,3535,4,607,90,"3½""",82,3.5,3.5
B,BM-5B-600-T4FG,600,5,4040,4,607,100,"4""",101,0.5,0.5
B,BM-6B-600-T5FG,600,6,4040,5,607,100,"4""",120,9,9
B,BM-8B-600-T5FG,600,8,4545,5,607,110,"4½""",158,22,22
B,BM-10B-600-T5FG,600,10,4545,5,607,110,"4½""",196,41,41
B,BM-2B-630-T4FG,630,2,3020,4,637,75,"3""",44,3.4,3.4
B,BM-3B-630-T4FG,630,3,3535,4,637,90,"3½""",63,13,13
B,BM-4B-630-T4FG,630,4,3535,4,637,90,"3½""",82,3.5,3.5
B,BM-5B-630-T4FG,630,5,4040,4,637,100,"4""",101,0.5,0.5
B,BM-6B-630-T4FG,630,6,4040,4,637,100,"4""",120,9,9
B,BM-8B-630-T5FG,630,8,4545,5,637,110,"4½""",158,22,22
B,BM-10B-630-T5FG,630,10,4545,5,637,110,"4½""",196,41,41
B,BM-2B-710-T4FG,710,2,3030,4,717,75,"3""",44,16.1,16.1
B,BM-3B-710-T4FG,710,3,3535,4,717,90,"3½""",63,13,13
B,BM-4B-710-T4FG,710,4,3535,4,717,90,"3½""",82,3.5,3.5
B,BM-5B-710-T4FG,710,5,4040,4,717,100,"4""",101,0.5,0.5
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
B,BM-6B-710-T5FG,710,6,4545,5,717,110,"4½""",120,3,3
B,BM-8B-710-T5FG,710,8,4545,5,717,110,"4½""",158,22,22
B,BM-10B-710-T5FG,710,10,4545,5,717,110,"4½""",196,41,41
B,BM-2B-762-T4FG,762,2,3030,4,769,75,"3""",44,16,16
B,BM-3B-762-T4FG,762,3,3535,4,769,90,"3½""",63,13,13
B,BM-4B-762-T4FG,762,4,4040,4,769,100,"4""",82,10,10
B,BM-5B-762-T4FG,762,5,4040,4,769,100,"4""",101,0.5,0.5
B,BM-6B-762-T5FG,762,6,4545,5,769,110,"4½""",120,3,3
B,BM-8B-762-T5FG,762,8,4545,5,769,110,"4½""",158,22,22
B,BM-10B-762-T5FG,762,10,4545,5,769,110,"4½""",196,41,41
B,BM-2B-800-T4FG,800,2,3030,4,807,75,"3""",44,16,16
B,BM-3B-800-T4FG,800,3,3535,4,807,90,"3½""",63,13,13
B,BM-4B-800-T4FG,800,4,4040,4,807,100,"4""",82,10,10
B,BM-5B-800-T4FG,800,5,4040,4,807,100,"4""",101,0.5,0.5
B,BM-6B-800-T5FG,800,6,4545,5,807,110,"4½""",120,3,3
B,BM-8B-800-T5FG,800,8,4545,5,807,110,"4½""",158,22,22
B,BM-10B-800-T5FG,800,10,4545,5,807,110,"4½""",196,41,41
B,BM-3B-900-T4FG,900,3,3535,4,907,90,"3½""",63,13,13
B,BM-4B-900-T4FG,900,4,4040,4,907,100,"4""",82,10,10
B,BM-5B-900-T4FG,900,5,4545,4,907,110,"4½""",101,6.5,6.5
B,BM-6B-900-T5FG,900,6,4545,5,907,110,"4½""",120,3,3
B,BM-8B-900-T5FG,900,8,4545,5,907,110,"4½""",158,22,22
B,BM-10B-900-T5FG,900,10,5050,5,907,125,"5""",196,34.5,34.5
B,BM-3B-1000-T4FG,1000,3,4040,4,1007,100,"4""",63,19.5,19.5
B,BM-4B-1000-T5FG,1000,4,4040,5,1007,100,"4""",82,10,10
B,BM-5B-1000-T6FG,1000,5,4545,6,1007,110,"4½""",101,6.5,6.5
B,BM-6B-1000-T5FG,1000,6,4545,5,1007,110,"4½""",120,3,3
B,BM-8B-1000-T6FG,1000,8,5050,6,1007,125,"5""",158,15.5,15.5
B,BM-10B-1000-T5FG,1000,10,5050,5,1007,125,"5""",196,34.5,34.5
B,BM-3B-1250-T4FG,1250,3,4040,4,1257,100,"4""",63,19.5,19.5
B,BM-4B-1250-T5FG,1250,4,4040,5,1257,100,"4""",82,10,10
B,BM-5B-1250-T6FG,1250,5,4545,6,1257,110,"4½""",101,6.5,6.5
B,BM-6B-1250-T4FG,1250,6,5050,4,1257,125,"5""",120,3.5,3.5
B,BM-8B-1250-T5FG,1250,8,5050,5,1257,125,"5""",158,15.5,15.5
B,BM-10B-1250-T5FG,1250,10,5050,5,1257,125,"5""",196,34.5,34.5
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
C,BM-3C-170-T2FG*,170,3,3020,2,179.6,75,"3""",85,34,-
C,BM-3C-180-T2FG*,180,3,3020,2,189.6,75,"3""",85,34,-
C,BM-3C-200-T2FG**,200,3,3020,2,209.6,75,"3""",85,34,-
C,BM-4C-200-T2FG*,200,4,3020,2,209.6,75,"3""",110.5,59.5,-
C,BM-5C-200-T2FG**,200,5,3535,2,209.6,90,"3½""",136,47,-
C,BM-6C-200-T2FG* ,200,6,3535,2,209.6,90,"3½""",161.5,72.5,-
C,BM-7C-200-T3FG,200,7,3535,3,209.6,90,"3½""",187,62,36
C,BM-8C-200-T3FG,200,8,3535,3,209.6,90,"3½""",212.5,78,46
C,BM-3C-212-T2FG* ,212,3,3020,2,221.6,75,"3""",85,34,-
C,BM-4C-212-T2FG**,212,4,3020,2,221.6,75,"3""",110.5,59.5,-
C,BM-5C-212-T2FG* ,212,5,3535,2,221.6,90,"3½""",136,47,-
C,BM-6C-212-T2FG**,212,6,3535,2,221.6,90,"3½""",161.5,72.5,-
C,BM-7C-212-T2FG* ,212,7,3535,2,221.6,90,"3½""",187,98,-
C,BM-8C-212-T3FG* ,212,8,3535,3,221.6,90,"3½""",212.5,78,46
,,,,,,,,,,,
C,BM-3C-224-T5SG* ,224,3,3020,5,233.6,75,"3""",85,17,17
C,BM-4C-224-T3FG,224,4,3535,3,233.6,90,"3½""",110.5,11,11
C,BM-5C-224-T3FG,224,5,3535,3,233.6,90,"3½""",136,23.5,23.5
C,BM-6C-224-T3FG,224,6,3535,3,233.6,90,"3½""",161.5,36.5,36.5
C,BM-7C-224-T3FG,224,7,3535,3,233.6,90,"3½""",187,36,62
C,BM-8C-224-T3FG,224,8,3535,3,233.6,90,"3½""",212.5,46,78
C,BM-3C-236-T2FG*,236,3,3020,2,245.6,90,"3½""",85,34.2,-
C,BM-3C-236-T5SG* ,236,3,3020,5,245.6,75,"3""",85,17,17
,,,,,,,,,,,
C,BM-4C-236-T2FG* ,236,4,3535,2,245.6,90,"3½""",110.5,21.5,22
C,BM-5C-236-T2FG* ,236,5,3535,2,245.6,90,"3½""",136,47,-
C,BM-6C-236-T2FG* ,236,6,3535,2,245.6,90,"3½""",161.5,72.5,-
C,BM-7C-236-T2FG* ,236,7,3535,2,245.6,90,"3½""",187,98,-
C,BM-8C-236-T2FG* ,236,8,3535,2,245.6,90,"3½""",212.5,123.5,-
,,,,,,,,,,,
,,,,,,,,,,,
C,BM-3C-250-T2FG*,250,3,3020,2,259.6,75,"3""",85,34.2,-
C,BM-3C-250-T5SG* ,250,3,3020,5,259.6,75,"3""",85,17,17
,,,,,,,,,,,
C,BM-4C-250-T2FG* ,250,4,3535,2,259.6,90,"3½""",110.5,21.5,
C,BM-5C-250-T2FG* ,250,5,3535,2,259.6,90,"3½""",136,47,-
C,BM-6C-250-T2FG**,250,6,3535,2,259.6,90,"3½""",161.5,72.5,-
C,BM-7C-250-T2FG* ,250,7,3535,2,259.6,90,"3½""",187,98,-
C,BM-8C-250-T2FG* ,250,8,4040,2,259.6,100,"4""",212.5,110.5,-
C,BM-10C-250-T3FG,250,10,4040,3,259.6,100,"4""",263.5,81,81
,,,,,,,,,,,
,,,,,,,,,,,
C,BM-4C-265-T3FG,265,4,3535,3,274.6,90,"3½""",110.5,11,11
C,BM-5C-265-T3FG,265,5,3535,3,274.6,90,"3½""",136,23.5,23.5
C,BM-6C-265-T3FG,265,6,3535,3,274.6,90,"3½""",161.5,36.5,36.5
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
C,BM-7C-265-T2FG**,265,7,3535,2,274.6,90,"3½""",187,98,-
C,BM-8C-265-T3FG* ,265,8,3535,3,274.6,90,"3½""",212.5,62,62
C,BM-10C-265-T3FG* ,265,10,4040,3,274.6,100,"4""",263.5,81,81
C,BM-3C-280-T5SG* ,280,3,3535,5,289.6,90,"3½""",85,2,2
C,BM-4C-280-T5SG* ,280,4,3535,5,289.6,90,"3½""",110.5,10.75,10.75
C,BM-5C-280-T2FG* ,280,5,3535,2,289.6,90,"3½""",136,47,-
,,,,,,,,,,,
,,,,,,,,,,,
C,BM-6C-280-T5SG* ,280,6,3535,5,289.6,90,"3½""",161.5,36.25,36.5
C,BM-7C-280-T5SG**,280,7,4040,5,289.6,100,"4""",187,42.5,42.5
C,BM-8C-280-T5SG* ,280,8,4040,5,289.6,100,"4""",212.5,55.25,55.5
C,BM-10C-280-T3FG* ,280,10,4040,3,289.6,100,"4""",263.5,111.5,50
C,BM-10C-280-T5SG*,280,10,4040,5,289.6,100,"4""",263.5,80.75,80.75
,,,,,,,,,,,
C,BM-3C-300-T4SG**,300,3,3535,4,309.6,90,"3½""",85,2,2
C,BM-4C-300-T5SG* ,300,4,3535,5,309.6,90,"3½""",110.5,10.75,10.75
C,BM-5C-300-T5FG* ,300,5,3535,5,309.6,90,"3½""",136,23.5,23.5
C,BM-6C-300-T5SG* ,300,6,3535,5,309.6,90,"3½""",161.5,36.5,36.5
C,BM-7C-300-T5SG**,300,7,4040,5,309.6,100,"4""",187,42.5,42.5
C,BM-8C-300-T5SG* ,300,8,4040,5,309.6,100,"4""",212.5,55.25,55.5
C,BM-10C-300-T3FG,300,10,4545,3,309.6,110,"4½""",263.5,75,75
C,BM-3C-315-T4SG**,315,3,3535,4,324.6,90,"3½""",85,2,2
C,BM-4C-315-T5SG* ,315,4,3535,5,324.6,90,"3½""",110.5,10.75,10.75
C,BM-5C-315-T5FG* ,315,5,3535,5,324.6,90,"3½""",136,23.5,23.5
C,BM-6C-315-T5FG**,315,6,3535,5,324.6,90,"3½""",161.5,36.5,36.5
C,BM-7C-315-T5FG* ,315,7,3535,5,324.6,90,"3½""",187,49,49
C,BM-8C-315-T5SG* ,315,8,4040,5,324.6,100,"4""",212.5,55.25,55.25
C,BM-10C-315-T3FG,315,10,4545,3,324.6,110,"4½""",263.5,75,75
C,BM-3C-335-T4SG**,335,3,3535,4,344.6,90,"3½""",85,2,2
C,BM-4C-335-T5SG* ,335,4,3535,5,344.6,90,"3½""",110.5,10.75,10.75
C,BM-5C-335-T5SG**,335,5,3535,5,344.6,90,"3½""",136,23.5,23.5
C,BM-6C-335-T5SG* ,335,6,3535,5,344.6,90,"3½""",161.5,36.5,36.5
C,BM-7C-335-T5SG**,335,7,4040,5,344.6,100,"4""",187,42.5,42.5
C,BM-8C-335-T5SG* ,335,8,4040,5,344.6,100,"4""",212.5,55.25,55.25
C,BM-10C-335-T3FG**,335,10,4545,3,344.6,110,"4½""",263.5,99.5,50
C,BM-12C-335-T3FG* ,335,12,4545,3,344.6,110,"4½""",314.5,150.5,50
C,BM-3C-355-T4SG**,355,3,3535,4,364.6,90,"3½""",85,2,2
C,BM-4C-355-T5SG* ,355,4,3535,5,364.6,90,"3½""",110.5,10.75,10.75
C,BM-5C-355-T5FG* ,355,5,3535,5,364.6,90,"3½""",136,23.5,23.5
C,BM-6C-355-T5SG* ,355,6,3535,5,364.6,90,"3½""",161.5,36.5,36.5
C,BM-7C-355-T5SG**,355,7,4040,5,364.6,100,"4""",187,42.5,42.5
C,BM-8C-355-T5SG* ,355,8,4040,5,364.6,100,"4""",212.5,55.25,55.25
C,BM-10C-355-T7FG* ,355,10,4545,7,364.6,110,"4½""",263.5,74.75,74.75
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
C,BM-3C-375-T4SG**,375,3,3535,4,384.6,90,"3½""",85,2,2
,,,,,,,,,,,
,,,,,,,,,,,
C,BM-4C-375-T5SG* ,375,4,3535,5,384.6,90,"3½""",110.5,10.75,10.75
C,BM-5C-375-T5SG**,375,5,4040,5,384.6,100,"4""",136,17,17
C,BM-6C-375-T5SG* ,375,6,4040,5,384.6,100,"4""",161.5,29.75,29.75
C,BM-7C-375-T5SG**,375,7,4040,5,384.6,100,"4""",187,42.5,42.5
C,BM-8C-375-T5SG* ,375,8,4040,5,384.6,100,"4""",212.5,55.25,55.25
C,BM-10C-375-T2FG* ,375,10,4545,2,384.6,110,"4½""",263.5,149.5,150
C,BM-12C-375-T3FG* ,375,12,4545,3,384.6,110,"4½""",314.5,150.5,50
C,BM-3C-400-T4SG**,400,3,3535,4,409.6,90,"3½""",85,2,2
C,BM-4C-400-T5SG* ,400,4,3535,5,409.6,90,"3½""",110.5,10.75,10.75
C,BM-5C-400-T5SG* ,400,5,4040,5,409.6,100,"4""",136,17,17
C,BM-6C-400-T5SG* ,400,6,4040,5,409.6,100,"4""",161.5,29.75,29.75
C,BM-7C-400-T5SG**,400,7,4040,5,409.6,100,"4""",187,42.5,42.5
C,BM-8C-400-T5SG* ,400,8,4040,5,409.6,100,"4""",212.5,55.25,55.25
C,BM-10C-400-T3FG* ,400,10,5050,3,409.6,125,"5""",263.5,137.5,50
C,BM-12C-400-T3FG* ,400,12,5050,3,409.6,125,"5""",314.5,137.5,50
C,BM-3C-425-T4SG**,425,3,3535,4,434.6,90,"3½""",85,2,2
C,BM-4C-425-T5SG* ,425,4,3535,5,434.6,90,"3½""",110.5,10.75,10.75
C,BM-5C-425-T5SG**,425,5,4545,5,434.6,110,"4½""",136,11,11
C,BM-6C-425-T5SG* ,425,6,4545,5,434.6,110,"4½""",161.5,23.75,23.75
C,BM-7C-425-T5SG**,425,7,4545,5,434.6,110,"4½""",187,36.5,36.5
C,BM-8C-425-T5SG* ,425,8,4545,5,434.6,110,"4½""",212.5,49.25,49.25
C,BM-10C-425-T7FG,425,10,5050,7,434.6,125,"5""",263.5,68.25,68.25
C,BM-3C-450-T4FG* ,450,3,3535,4,459.6,90,"3½""",85,2,2
C,BM-4C-450-T5SG* ,450,4,3535,5,459.6,90,"3½""",110.5,10.75,10.75
C,BM-5C-450-T5SG**,450,5,4545,5,459.6,110,"4½""",136,11,11
C,BM-6C-450-T5SG* ,450,6,4545,5,459.6,110,"4½""",161.5,23.75,23.75
C,BM-7C-450-T5SG**,450,7,5050,5,459.6,125,"5""",187,30,30
C,BM-8C-450-T5SG* ,450,8,5050,5,459.6,125,"5""",212.5,42.75,42.75
C,BM-10C-450-T7FG,450,10,5050,7,459.6,125,"5""",263.5,68.25,68.25
C,BM-3C-475-T4SG**,475,3,3535,4,484.6,90,"3½""",85,2,2
C,BM-4C-475-T5SG* ,475,4,3535,5,484.6,90,"3½""",110.5,10.75,10.75
C,BM-5C-475-T5FG* ,475,5,4040,5,484.6,100,"4""",136,17,17
C,BM-6C-475-T5SG* ,475,6,4545,5,484.6,110,"4½""",161.5,23.75,23.75
C,BM-7C-475-T5SG**,475,7,5050,5,484.6,125,"5""",187,30,30
C,BM-8C-475-T5SG* ,475,8,5050,5,484.6,125,"5""",212.5,42.75,42.75
C,BM-10C-475-T7FG,475,10,5050,7,484.6,125,"5""",263.5,68.25,68.25
C,BM-3C-500-T4SG**,500,3,3535,4,509.6,90,"3½""",85,2,2
C,BM-4C-500-T5SG* ,500,4,3535,5,509.6,90,"3½""",110.5,10.75,10.75
C,BM-5C-500-T5FG,500,5,4040,5,509.6,100,"4""",136,17,17
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
C,BM-6C-500-T5FG**,500,6,5050,5,509.6,125,"5""",161.5,17.25,17.25
C,BM-7C-500-T5FG* ,500,7,5050,5,509.6,125,"5""",187,30,30
C,BM-8C-500-T7FG,500,8,5050,7,509.6,125,"5""",212.5,42.75,42.75
C,BM-10C-500-T7FG,500,10,5050,7,509.6,125,"5""",263.5,68.25,68.25
C,BM-3C-530-T4SG**,530,3,4040,4,539.6,100,"4""",85,8.5,8.5
C,BM-4C-530-T5SG* ,530,4,4040,5,539.6,100,"4""",110.5,4.25,4.25
C,BM-5C-530-T5SG**,530,5,4545,5,539.6,110,"4½""",136,11,17
C,BM-6C-530-T5SG* ,530,6,4545,5,539.6,110,"4½""",161.5,23.75,23.75
C,BM-7C-530-T5SG**,530,7,5050,5,539.6,125,"5""",187,30,30
C,BM-8C-530-T5SG* ,530,8,5050,5,539.6,125,"5""",212.5,42.75,42.75
,,,,,,,,,,,
,,,,,,,,,,,
C,BM-10C-530-T7FG,530,10,5050,7,539.6,125,"5""",263.5,68.25,68.25
C,BM-3C-560-T4FG**,560,3,4040,4,569.6,100,"4""",85,8.5,8..5
C,BM-4C-560-T5FG*,560,4,4040,5,569.6,100,"4""",110.5,4.25,4.25
C,BM-5C-560-T5FG,560,5,4545,5,569.6,110,"4½""",136,11,11
C,BM-6C-560-T5FG,560,6,5050,5,569.6,125,"5""",161.5,17.25,17.25
C,BM-7C-560-T5FG**,560,7,5050,5,569.6,125,"5""",187,30,30
C,BM-8C-560-T5FG*,560,8,5050,5,569.6,125,"5""",212.5,42.75,42.75
C,BM-10C-560-T5FG*,560,10,5050,5,569.6,125,"5""",263.5,68.25,68.25
C,BM-3C-600-T4FG,600,3,4040,4,609.6,100,"4""",85,8.5,8.5
C,BM-4C-600-T4FG,600,4,4545,4,609.6,110,"4½""",110.5,1.75,1.75
C,BM-5C-600-T5FG,600,5,4545,5,609.6,110,"4½""",136,11,11
C,BM-6C-600-T5FG,600,6,5050,5,609.6,125,"5""",161.5,17.25,17.25
C,BM-7C-600-T5FG,600,7,5050,5,609.6,125,"5""",187,30,30
C,BM-8C-600-T5FG,600,8,5050,5,609.6,125,"5""",212.5,42.75,42.75
C,BM-10C-600-T5FG,600,10,5050,5,609.6,125,"5""",263.5,68.25,68.25
C,BM-3C-630-T4FG**,630,3,4040,4,639.6,100,"4""",85,8.5,8.5
C,BM-4C-630-T5FG* ,630,4,4040,5,639.6,100,"4""",110.5,4.25,4.25
C,BM-5C-630-T5FG**,630,5,5050,5,639.6,125,"5""",136,4.5,4.5
C,BM-6C-630-T5FG* ,630,6,5050,5,639.6,125,"5""",161.5,17.25,17.5
C,BM-7C-630-T5FG,630,7,5050,5,639.6,125,"5""",187,30,30
C,BM-8C-630-T5FG**,630,8,5050,5,639.6,125,"5""",212.5,42.75,42.75
C,BM-10C-630-T5FG* ,630,10,5050,5,639.6,125,"5""",263.5,68.25,68.25
C,BM-3C-710-T4FG,710,3,4545,4,719.6,110,"4½""",85,14.5,14.5
C,BM-4C-710-T4FG,710,4,4545,4,719.6,110,"4½""",110.5,1.75,1.75
C,BM-5C-710-T5FG,710,5,5050,5,719.6,125,"5""",136,4.5,4.5
C,BM-6C-710-T5FG,710,6,5050,5,719.6,125,"5""",161.5,17.25,17.25
C,BM-7C-710-T5FG**,710,7,5050,5,719.6,125,"5""",187,30,30
C,BM-8C-710-T5FG* ,710,8,5050,5,719.6,125,"5""",212.5,42.75,42.75
C,BM-10C-710-T5FG,710,10,5050,5,719.6,125,"5""",263.5,68.25,68.25
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
C,BM-3C-762-T4FG,762,3,4545,4,771.6,110,"4½""",85,8.5,8..5
C,BM-4C-762-T4FG,762,4,4545,4,771.6,110,"4½""",110.5,4.25,4.25
C,BM-5C-762-T5FG,762,5,5050,5,771.6,125,"5""",136,11,11
C,BM-6C-762-T5FG,762,6,5050,5,771.6,125,"5""",161.5,17.25,17.25
C,BM-7C-762-T5FG,762,7,5050,5,771.6,125,"5""",187,30,30
C,BM-8C-762-T5FG,762,8,5050,5,771.6,125,"5""",212.5,42.75,42.75
C,BM-10C-762-T5FG,762,10,5050,5,771.6,125,"5""",263.5,68.25,68.25
C,BM-3C-800-T4FG,800,3,5050,4,809.6,125,"5""",85,8.5,8..5
C,BM-4C-800-T4FG,800,4,5050,4,809.6,125,"5""",110.5,4.25,4.25
C,BM-5C-800-T5FG,800,5,5050,5,809.6,125,"5""",136,11,11
C,BM-6C-800-T5FG,800,6,5050,5,809.6,125,"5""",161.5,17.25,17.25
C,BM-7C-800-T5FG,800,7,5050,5,809.6,125,"5""",187,30,30
C,BM-8C-800-T5FG,800,8,5050,5,809.6,125,"5""",212.5,42.75,42.75
C,BM-10C-800-T5FG,800,10,5050,5,809.6,125,"5""",263.5,68.25,68.25
C,BM-3C-900-T4FG,900,3,5050,4,909.6,125,"5""",85,8.5,8..5
C,BM-4C-900-T4FG,900,4,5050,4,909.6,125,"5""",110.5,4.25,4.25
C,BM-5C-900-T5FG,900,5,5050,5,909.6,125,"5""",136,11,11
C,BM-6C-900-T5FG,900,6,5050,5,909.6,125,"5""",161.5,17.25,17.25
C,BM-7C-900-T5FG,900,7,5050,5,909.6,125,"5""",187,30,30
C,BM-8C-900-T5FG,900,8,5050,5,909.6,125,"5""",212.5,42.75,42.75
C,BM-10C-900-T5FG,900,10,5050,5,909.6,125,"5""",263.5,68.25,68.25
C,BM-3C-1000-T4FG,1000,3,5050,4,1009.6,125,"5""",85,8.5,8..5
C,BM-4C-1000-T4FG,1000,4,5050,4,1009.6,125,"5""",110.5,4.25,4.25
C,BM-5C-1000-T5FG,1000,5,5050,5,1009.6,125,"5""",136,11,11
C,BM-6C-1000-T5FG,1000,6,5050,5,1009.6,125,"5""",161.5,17.25,17.25
C,BM-7C-1000-T5FG,1000,7,5050,5,1009.6,125,"5""",187,30,30
C,BM-8C-1000-T5FG,1000,8,5050,5,1009.6,125,"5""",212.5,42.75,42.75
C,BM-10C-1000-T5FG,1000,10,5050,,1009.6,125,"5""",263.5,68.25,68.25
C,BM-3C-1250-T4FG,1250,3,5050,4,1259.6,125,"5""",85,8.5,8..5
C,BM-4C-1250-T4FG,1250,4,5050,4,1259.6,125,"5""",110.5,4.25,4.25
C,BM-5C-1250-T5FG,1250,5,5050,5,1259.6,125,"5""",136,11,11
C,BM-6C-1250-T5FG,1250,6,5050,5,1259.6,125,"5""",161.5,17.25,17.25
C,BM-7C-1250-T5FG,1250,7,5050,5,1259.6,125,"5""",187,30,30
C,BM-8C-1250-T5FG,1250,8,5050,5,1259.6,125,"5""",212.5,42.75,42.75
C,BM-10C-1250-T5FG,1250,10,5050,5,1259.6,125,"5""",263.5,68.25,68.25
